Goroka,-6.081689834590001,145.391998291
Madang,-5.20707988739,145.789001465
Mount Hagen Kagamuga,-5.826789855957031,144.29600524902344
Nadzab,-6.569803,146.725977
Port Moresby Jacksons International,-9.443380355834961,147.22000122070312
Wewak International,-3.58383011818,143.669006348
Narsarsuaq,61.1604995728,-45.4259986877
Godthaab  Nuuk,64.19090271,-51.6781005859
Kangerlussuaq,67.0122218992,-50.7116031647
Thule Air Base,76.5311965942,-68.7032012939
Akureyri,65.66000366210938,-18.07270050048828
Egilsstaðir,65.2833023071289,-14.401399612426758
Hornafjörður,64.295601,-15.2272
Húsavík,65.952301,-17.426001
Ísafjörður,66.05809783935547,-23.135299682617188
Keflavik International,63.985000610352,-22.605600357056
Patreksfjörður,65.555801,-23.965
Reykjavik,64.1299972534,-21.9405994415
Siglufjörður,66.133301,-18.9167
Vestmannaeyjar,63.42430114746094,-20.278900146484375
Sault Ste Marie,46.48500061035156,-84.5093994140625
Winnipeg  St. Andrews,50.0564002991,-97.03250122070001
Halifax  CFB Shearwater Heliport,44.6397018433,-63.499401092499994
St. Anthony,51.3918991089,-56.083099365200006
Tofino  Long Beach,49.079833,-125.775583
Kugaaruk,68.534401,-89.808098
Baie Comeau,49.13249969482422,-68.20439910888672
CFB Bagotville,48.33060073852539,-70.99639892578125
Baker Lake,64.29889678960001,-96.077796936
Campbell River,49.950801849365234,-125.27100372314453
Brandon Municipal,49.91,-99.951897
Cambridge Bay,69.1081008911,-105.138000488
Nanaimo,49.054970224899996,-123.869862556
CastlegarWest Kootenay Regional,49.2963981628,-117.632003784
Miramichi,47.007801,-65.449203
Charlo,47.990799,-66.330299
Kugluktuk,67.81670379639999,-115.143997192
Coronation,52.0750007629,-111.444999695
Chilliwack,49.1528015137,-121.939002991
Clyde River,70.4860992432,-68.5167007446
Coral Harbour,64.1932983398,-83.3593978882
Dawson City,64.04309844970703,-139.1280059814453
Burwash,61.37110137939453,-139.04100036621094
Princeton,49.4681015015,-120.511001587
Deer Lake,49.21080017089844,-57.39139938354492
Dease Lake,58.4221992493,-130.031997681
Dauphin Barker,51.100799560546875,-100.052001953125
Dawson Creek,55.7422981262207,-120.18299865722656
Edmonton International,53.309700012200004,-113.580001831
Arviat,61.0942001343,-94.07080078119999
Estevan,49.2103004456,-102.966003418
Edson,53.578899383499994,-116.464996338
Eureka,79.9946975708,-85.814201355
Inuvik Mike Zubko,68.30419921880001,-133.483001709
Iqaluit,63.756401062,-68.5558013916
Fredericton,45.868900299072266,-66.53720092773438
Forestville,48.74610137939453,-69.09719848632812
Flin Flon,54.6781005859375,-101.68199920654297
Fort Resolution,61.1808013916,-113.690002441
Fort Simpson,61.76020050048828,-121.23699951171875
Kingston Norman Rogers,44.22529983520508,-76.5969009399414
La Grande Rivière,53.625301361083984,-77.7042007446289
Gaspé (Michel-Pouliot),48.7752990723,-64.4785995483
Geraldton Greenstone Regional,49.77830123901367,-86.93939971923828
Îles-de-la-Madeleine,47.42470169067383,-61.778099060058594
Hudson Bay,52.8166999817,-102.310997009
Dryden Regional,49.83169937133789,-92.74420166015625
Ulukhaktok Holman,70.76280212402344,-117.80599975585938
Gjoa Haven,68.635597229,-95.84970092770001
John C. Munro Hamilton International,43.173599243199995,-79.93499755859999
Montréal  Saint-Hubert,45.5175018311,-73.4169006348
Hay River  Merlyn Carter,60.8396987915,-115.782997131
Halifax  Stanfield International,44.8807983398,-63.5085983276
Atikokan Municipal,48.7738990784,-91.6386032104
Pond Inlet,72.6832962036,-77.9666976929
St Jean,45.29439926147461,-73.28109741210938
Stephenville,48.5442008972168,-58.54999923706055
Kamloops,50.7022018433,-120.444000244
Waterloo,43.460800170899994,-80.3786010742
Schefferville,54.805301666259766,-66.8052978515625
Kindersley,51.5175018311,-109.180999756
Buttonville Municipal,43.86220169067383,-79.37000274658203
Chapleau,47.81999969482422,-83.3467025756836
Meadow Lake,54.125301361083984,-108.52300262451172
Lloydminster,53.309200286865234,-110.072998046875
Alert,82.51779937740001,-62.2806015015
Kelowna International,49.9561004639,-119.377998352
Mayo,63.61640167236328,-135.8679962158203
Moose Jaw Air Vice Marshal C. M. McEwen,50.330299377441406,-105.55899810791016
Fort McMurray,56.653301239,-111.222000122
Moosonee,51.291099548339844,-80.60780334472656
Maniwaki,46.2728004456,-75.9906005859
Montreal International (Mirabel),45.6795005798,-74.0386962891
Natashquan,50.189998626708984,-61.78919982910156
Ottawa  Gatineau,45.521701812699995,-75.5635986328
Matagami,49.76169967651367,-77.80280303955078
Old Crow,67.57060241699219,-139.83900451660156
CFB Cold Lake,54.404998779296875,-110.27899932861328
High Level,58.62139892578125,-117.16500091552734
Ottawa Macdonald-Cartier International,45.3224983215332,-75.66919708251953
Prince Albert Glass Field,53.214199066199996,-105.672996521
Peace River,56.226898193359375,-117.4469985961914
Southport,49.903099,-98.273817
Pitt Meadows,49.21609878540039,-122.70999908447266
Pickle Lake,51.4463996887207,-90.21420288085938
Port Menier,49.83639907836914,-64.2885971069336
